collection_time,station_id,station_name,latitude,longitude,observation_time,rain_current_mm,rain_1hr_mm,rain_3hr_mm,rain_6hr_mm,rain_12hr_mm,rain_24hr_mm,temperature,humidity,pressure,wind_speed,wind_dir,heat_index
2026-07-22 07:57:59,119,"Aadarsh Nagar, Worli",,,2026-07-22 13:15:00.0,0.40,1.8,3.8,17.6,52.2,61,27.6,87,1003.4,12.9,SE,32.2
2026-07-22 07:58:00,152,Aarey Colony,,,2026-07-22 13:15:00.0,0.00,0.4,4.2,23.8,69.8,88.8,26.4,97,995.9,4.8,WNW,30.8
2026-07-22 07:58:01,65,Abhyudaya Nagar,,,2026-07-22 13:15:00.0,0.20,1.4,2.8,9.8,37.4,49.6,27.5,92,1004.1,3.2,N,32.9
2026-07-22 07:58:02,59,Afghan Church,,,2026-07-22 13:15:00.0,0.40,1,1.2,4.8,35.2,41.8,27.9,90,1004.2,8.0,WSW,33.7
2026-07-22 07:58:03,122,Agarwadi,,,2026-07-22 13:15:00.0,0.20,0.6,2.8,21.4,43.4,55.6,27.5,94,1005.2,6.4,SSW,33.3
2026-07-22 07:58:04,109,"Anand Nagar, Dahisar",,,2026-07-22 13:15:00.0,0.80,1.4,7.2,28.6,84.8,104,26.8,95,994.1,6.4,WSW,31.6
2026-07-22 07:58:05,9,Andheri East,,,2026-07-22 11:45:00.0,0.20,0,2.8,17.2,52.8,75.4,26.9,93,1005.7,6.4,WSW,31.6
2026-07-22 07:58:06,9,Andheri Mono Rly. Stn.,,,2026-07-22 11:45:00.0,0.20,0,2.8,17.2,52.8,75.4,26.9,93,1005.7,6.4,WSW,31.6
2026-07-22 07:58:07,12,Andheri Rly. Stn. West,,,2026-07-22 13:15:00.0,0.20,0.8,4.2,16,44.6,64.2,27.3,92,1004.7,11.3,SW,32.4
2026-07-22 07:58:08,12,Andheri West,,,2026-07-22 13:15:00.0,0.20,0.8,4.2,16,44.6,64.2,27.3,92,1004.7,11.3,SW,32.4
2026-07-22 07:58:09,126,Anik Bus Depot,,,2026-07-22 13:15:00.0,0.20,1.8,3.8,28.4,52.2,63.6,27.6,92,1003.6,6.4,SW,33.1
2026-07-22 07:58:10,53,Antop Hill ,,,2026-07-22 13:30:00.0,0.25,1.52,2.52,10.89,33.5,43.9,27.7,89,1004.8,6.4,SW,33.1
2026-07-22 07:58:11,122,Anushakti Nagar,,,2026-07-22 13:15:00.0,0.20,0.6,2.8,21.4,43.4,55.6,27.5,94,1005.2,6.4,SSW,33.3
2026-07-22 07:58:12,112,"BPCL Terminal, Sewri",,,2026-07-22 13:15:00.0,0.40,1.4,3,11.6,35.6,43.6,27.4,93,1003.1,6.4,WNW,32.9
2026-07-22 07:58:13,117,BPT Colony,,,2026-07-22 13:15:00.0,0.20,1.6,3.8,16.6,40,47.4,27.6,92,1003.7,4.8,SW,33.1
2026-07-22 07:58:14,138,"BSNL Colony, Khar Danda",,,2026-07-22 13:15:00.0,0.00,1.4,4.6,21.4,34,42,28.0,91,1004.2,22.5,WSW,34.2
2026-07-22 07:58:15,27,Bandra,,,2026-07-22 13:15:00.0,0.20,2,4.8,30.8,51.8,55.8,27.8,92,1002.4,1.6,SW,33.9
2026-07-22 07:58:16,124,Bandra Bandstand,,,2026-07-22 13:15:00.0,0.20,2,4.8,35.2,57.4,61.2,27.2,94,1003.6,3.2,S,32.4
2026-07-22 07:58:17,124,Bandra Fort,,,2026-07-22 13:15:00.0,0.20,2,4.8,35.2,57.4,61.2,27.2,94,1003.6,3.2,S,32.4
2026-07-22 07:58:18,8,Bandra West,,,2026-07-22 13:15:00.0,0.20,1.8,8,42.4,61.6,68.4,27.6,91,1004.8,6.4,WSW,32.9
2026-07-22 07:58:19,111,Banganga Lake,,,2026-07-22 13:15:00.0,0.20,0.8,0.8,2.8,16.4,25.8,27.8,90,1005.0,11.3,N,33.6
2026-07-22 07:58:20,30,"Bhagwati Hospital, Borivali",,,2026-07-22 13:15:00.0,0.60,0.6,6.2,53.2,117.8,138.2,27.3,96,1004.4,6.4,WSW,33.0
2026-07-22 07:58:21,56,Bhaidas Auditarium,,,2026-07-22 13:15:00.0,0.20,1,4.4,18.8,45.6,68.2,27.5,92,1004.2,16.1,W,32.9
2026-07-22 07:58:22,22,Bhandup ,,,2026-07-22 13:15:00.0,0.20,0.4,4,26,60.4,83.2,27.1,91,1003.3,9.7,ESE,31.7
2026-07-22 07:58:23,28,Bhandup Complex,,,2026-07-22 13:15:00.0,0.20,0.4,2.6,19.2,52.8,69.4,26.7,94,1004.7,0.0,---,31.0
