collection_time,station_id,station_name,latitude,longitude,observation_time,rain_current_mm,rain_1hr_mm,rain_3hr_mm,rain_6hr_mm,rain_12hr_mm,rain_24hr_mm,temperature,humidity,pressure,wind_speed,wind_dir,heat_index
2026-09-19 09:43:01,119,"Aadarsh Nagar, Worli",,,2026-09-19 15:00:00.0,0.00,0,0,0,7.2,19.2,30.7,76,1008.4,1.6,SSW,38.1
2026-09-19 09:43:02,152,Aarey Colony,,,2026-09-19 15:00:00.0,0.00,0,2,2,4.4,14.4,31.4,81,1000.8,1.6,WNW,42.1
2026-09-19 09:43:03,65,Abhyudaya Nagar,,,2026-09-19 15:00:00.0,0.00,0,2,2,15.8,23.8,31.2,78,1009.3,3.2,N,39.8
2026-09-19 09:43:03,59,Afghan Church,,,2026-09-19 15:00:00.0,0.00,0,0,0,15.4,18.4,30.7,81,1009.1,4.8,WSW,39.6
2026-09-19 09:43:04,122,Agarwadi,,,2026-09-19 15:00:00.0,0.20,0.4,0.8,1.6,2.6,4,32.2,78,1010.0,4.8,NNW,44.1
2026-09-19 09:43:05,109,"Anand Nagar, Dahisar",,,2026-09-19 15:00:00.0,0.00,0,0,0,13.6,25.6,32.1,75,1005.3,4.8,WNW,42.3
2026-09-19 09:43:06,9,Andheri East,,,2026-09-19 15:00:00.0,0.00,0,0,0,1.4,32.8,31.1,78,1009.9,3.2,NNW,39.4
2026-09-19 09:43:07,9,Andheri Mono Rly. Stn.,,,2026-09-19 15:00:00.0,0.00,0,0,0,1.4,32.8,31.1,78,1009.9,3.2,NNW,39.4
2026-09-19 09:43:08,12,Andheri Rly. Stn. West,,,2026-09-19 15:00:00.0,0.00,0,0,0,1.8,28.4,31.0,82,1009.8,4.8,WNW,40.8
2026-09-19 09:43:09,12,Andheri West,,,2026-09-19 15:00:00.0,0.00,0,0,0,1.8,28.4,31.0,82,1009.8,4.8,WNW,40.8
2026-09-19 09:43:09,126,Anik Bus Depot,,,2026-09-15 17:45:00.0,0.00,0,0,0,0,0,27.6,85,1008.9,4.8,WSW,31.9
2026-09-19 09:43:10,53,Antop Hill ,,,2026-09-19 15:00:00.0,0.00,0,0,0,0.75,18.01,32.4,73,1010.0,3.2,E,43.0
2026-09-19 09:43:11,122,Anushakti Nagar,,,2026-09-19 15:00:00.0,0.20,0.4,0.8,1.6,2.6,4,32.2,78,1010.0,4.8,NNW,44.1
2026-09-19 09:43:12,112,"BPCL Terminal, Sewri",,,2026-09-19 14:45:00.0,0.00,0,0.2,0.2,2.8,32,31.9,76,1008.2,1.6,SSE,42.1
2026-09-19 09:43:13,117,BPT Colony,,,2026-09-19 15:00:00.0,0.00,0,0,0,1.6,23.8,31.1,79,1009.1,4.8,WSW,39.9
2026-09-19 09:43:14,138,"BSNL Colony, Khar Danda",,,2026-09-19 15:00:00.0,0.00,0,0,0,3.6,16,29.7,85,1009.0,0.0,---,37.7
2026-09-19 09:43:15,27,Bandra,,,2026-09-19 15:00:00.0,0.00,0,0,0,2.8,22.2,30.8,79,1008.9,4.8,SSW,39.2
2026-09-19 09:43:15,124,Bandra Bandstand,,,2026-09-19 15:00:00.0,0.00,0,0,0,4.4,21.4,31.3,79,1008.9,3.2,NNE,40.9
2026-09-19 09:43:16,124,Bandra Fort,,,2026-09-19 15:00:00.0,0.00,0,0,0,4.4,21.4,31.3,79,1008.9,3.2,NNE,40.9
2026-09-19 09:43:17,8,Bandra West,,,2026-09-19 15:00:00.0,0.00,0,0,0,3.4,18,30.6,79,1009.9,9.7,WNW,38.7
2026-09-19 09:43:18,111,Banganga Lake,,,2026-09-19 15:00:00.0,0.00,0,0,0,10.4,11,30.4,76,1009.9,8.0,N,37.6
2026-09-19 09:43:19,30,"Bhagwati Hospital, Borivali",,,2026-09-19 15:00:00.0,0.00,0,0,0,21.4,27.2,30.8,83,1009.5,8.0,WSW,40.8
2026-09-19 09:43:20,56,Bhaidas Auditarium,,,2026-09-19 15:00:00.0,0.00,0,0,0,1.6,19,30.2,81,1009.2,9.7,W,38.2
2026-09-19 09:43:21,22,Bhandup ,,,2026-09-19 15:00:00.0,0.00,0,0,0,0.4,28.6,30.8,78,1008.3,1.6,ESE,38.8
2026-09-19 09:43:21,28,Bhandup Complex,,,2026-09-19 15:00:00.0,0.00,0.4,0.4,0.4,2.2,7.2,30.3,83,1009.6,0.0,---,39.0
2026-09-19 09:43:22,149,Bhandup East,,,2026-09-19 15:15:00.0,0.00,0,0,0,0,0,31.6,76,1008.3,6.4,W,40.8
