collection_time,station_id,station_name,latitude,longitude,observation_time,rain_current_mm,rain_24hr_mm,temperature,humidity,pressure,wind_speed
2026-06-30 07:02:46,140,Ghatkopar West,,,2026-06-30 12:15:00.0,0.00,50.6,27.2,93,1003.0,1.6
2026-06-30 07:02:47,128,Ghatla Village ,,,2026-06-30 12:30:00.0,0.00,43.8,26.7,93,1004.6,9.7
2026-06-30 07:02:48,65,Ghodapdeo,,,2026-06-30 12:30:00.0,0.00,23.4,27.1,93,1005.6,0.0
2026-06-30 07:02:49,39,Gokuldham,,,2026-06-30 12:30:00.0,0.00,18.4,28.4,96,1002.9,1.6
2026-06-30 07:02:50,157,"Gokuldham Colony, Goregaon",,,2026-06-30 12:30:00.0,0.00,27,27.4,91,1000.5,11.3
2026-06-30 07:02:51,155,Gorai,,,2026-06-30 12:30:00.0,0.00,6.4,29.2,85,1004.1,9.7
2026-06-30 07:02:52,42,Goregaon West,,,2026-06-30 12:30:00.0,0.00,11.6,29.1,88,1006.1,1.6
2026-06-30 07:02:53,42,Goregoan Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,11.6,29.1,88,1006.1,1.6
2026-06-30 07:02:54,37,Govandi,,,2026-06-30 12:30:00.0,0.20,53.8,24.0,57,1009.5,3.2
2026-06-30 07:02:55,128,Govandi Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,43.8,26.7,93,1004.6,9.7
2026-06-30 07:02:56,40,Grant Road,,,2026-06-30 12:30:00.0,0.00,33,26.9,89,1006.4,4.8
2026-06-30 07:02:57,6,Grant Road Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,31,27.2,90,1006.5,3.2
2026-06-30 07:02:58,63,Haji Ali,,,2025-12-17 09:45:00.0,0.00,0,27.7,53,1016.7,4.8
2026-06-30 07:02:59,8,Hill Road,,,2026-06-30 12:30:00.0,0.00,26,28.3,88,1006.3,1.6
2026-06-30 07:03:00,5,Hindmata Cinema,,,2026-06-30 12:30:00.0,0.00,36.2,27.8,93,1006.4,0.0
2026-06-30 07:03:01,150,Hiradevi Temple(Erangle Village),,,2026-06-09 13:30:00.0,0.00,0,35.1,74,1005.9,0.0
2026-06-30 07:03:02,110,Horniman Circle,,,2026-06-30 12:30:00.0,0.00,33.8,26.7,92,1005.5,6.4
2026-06-30 07:03:03,147,IIT Mumbai,,,2026-06-25 11:00:00.0,0.60,0,29.0,89,1001.2,1.6
2026-06-30 07:03:04,5,IMD Colaba,,,2026-06-30 12:30:00.0,0.00,36.2,27.8,93,1006.4,0.0
2026-06-30 07:03:05,59,INS Ashwini Hospital,,,2026-06-30 12:30:00.0,0.20,37.2,26.2,92,1005.5,4.8
2026-06-30 07:03:06,26,"ISCON Temple, Juhu",,,2026-06-30 11:30:00.0,0.00,14.4,27.7,86,1006.0,0.0
2026-06-30 07:03:07,142,"Indira Nagar, Jogeshwari East",,,2026-06-30 12:30:00.0,0.00,15.4,27.8,89,1003.0,3.2
2026-06-30 07:03:08,26,Irla ,,,2026-06-30 11:30:00.0,0.00,14.4,27.7,86,1006.0,0.0
2026-06-30 07:03:08,140,Jagruti Nagar Metro Stn.,,,2026-06-30 12:15:00.0,0.00,50.6,27.2,93,1003.0,1.6
2026-06-30 07:03:09,64,Jogeshwari Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,0,0.0,0.0,1005.9,0.0
2026-06-30 07:03:10,151,Jogeshwari West,,,2026-06-30 12:30:00.0,0.00,8.4,28.4,86,1004.8,4.8
2026-06-30 07:03:11,5,KEM Hospital,,,2026-06-30 12:30:00.0,0.00,36.2,27.8,93,1006.4,0.0
2026-06-30 07:03:12,44,Kajupada,,,2026-06-30 12:30:00.0,0.00,27.8,27.0,94,951.0,0.0
2026-06-30 07:03:13,3,Kalbadevi Road,,,2026-06-30 12:30:00.0,0.00,29,25.4,94,1005.9,12.9
2026-06-30 07:03:14,161,"Kamgar Hospital, Mulund",,,2026-06-30 12:00:00.0,10.20,81.2,26.7,95,1000.1,1.6
2026-06-30 07:03:15,36,Kandarpada,,,2026-06-30 12:30:00.0,0.00,28.2,28.2,93,1006.0,3.2
2026-06-30 07:03:16,43,Kandivali West,,,2026-06-30 12:30:00.0,0.00,14.2,28.3,85,1004.4,3.2
2026-06-30 07:03:17,25,Kandivli Rly. Stn.,,,2026-03-14 13:15:00.0,0.00,0,33.9,60,1009.9,6.4
2026-06-30 07:03:18,51,Kannamwar Nagar,,,2026-06-30 10:45:00.0,0.00,0,0.0,0.0,1007.5,0.0
2026-06-30 07:03:19,115,Kasturba Hospital,,,2026-06-30 12:30:00.0,0.20,19.8,27.6,92,1004.7,0.0
2026-06-30 07:03:20,134,Khar Danda Fish Market,,,2026-04-20 10:00:00.0,0.00,0,31.6,72,1009.9,0.0
2026-06-30 07:03:21,134,Khar Gymkhana,,,2026-04-20 10:00:00.0,0.00,0,31.6,72,1009.9,0.0
2026-06-30 07:03:22,28,Khindipada,,,2026-06-30 12:30:00.0,0.00,51.8,26.5,94,1006.6,0.0
2026-06-30 07:03:23,160,Kurar Village ,,,2026-06-30 12:30:00.0,0.00,10.4,28.8,88,1003.8,1.6
2026-06-30 07:03:24,44,Kurla Kamani,,,2026-06-30 12:30:00.0,0.00,27.8,27.0,94,951.0,0.0
2026-06-30 07:03:24,13,Kurla Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,26.2,26.8,99,1006.2,8.0
2026-06-30 07:03:25,13,Kurla West,,,2026-06-30 12:30:00.0,0.00,26.2,26.8,99,1006.2,8.0
2026-06-30 07:03:26,10,Lalbaug,,,2026-06-30 12:30:00.0,0.00,24.2,25.8,92,1006.3,0.0
2026-06-30 07:03:27,133,Lallu Bhai Compound,,,2026-06-30 12:30:00.0,0.00,55.2,26.4,96,1004.8,6.4
2026-06-30 07:03:28,6,Lamington Road,,,2026-06-30 12:30:00.0,0.00,31,27.2,90,1006.5,3.2
2026-06-30 07:03:29,45,Liberty Garden,,,2026-06-30 12:30:00.0,0.00,12.6,28.6,86,1005.4,12.9
2026-06-30 07:03:30,27,"Lilawati Hospital, Bandra",,,2026-06-30 12:30:00.0,0.00,35,28.2,90,1003.8,0.0
2026-06-30 07:03:31,114,Lower Parel Rly. Stn.,,,2025-12-17 13:45:00.0,0.00,0,31.9,57,1014.1,4.8
2026-06-30 07:03:32,113,M.A Podar Hospital,,,2026-06-30 12:30:00.0,0.00,17.6,27.6,89,1005.5,1.6
2026-06-30 07:03:33,155,MHB Colony,,,2026-06-30 12:30:00.0,0.00,6.4,29.2,85,1004.1,9.7
2026-06-30 07:03:34,146,MIDC Police Station.,,,2026-06-30 12:30:00.0,0.00,20.8,27.3,93,997.9,4.8
2026-06-30 07:03:35,131,MMRDA Ground,,,2026-06-30 12:30:00.0,0.00,41,27.4,91,1005.5,1.6
2026-06-30 07:03:36,159,"MT Hospital, Mulund",,,2026-06-30 12:30:00.0,0.20,68.8,26.7,95,1004.3,1.6
2026-06-30 07:03:37,165,Magathane Metro Station,,,2026-06-30 12:30:00.0,0.00,14.2,27.9,91,1005.9,3.2
2026-06-30 07:03:38,146,Mahakali Caves ,,,2026-06-30 12:30:00.0,0.00,20.8,27.3,93,997.9,4.8
2026-06-30 07:03:39,63,Mahalaxmi Mandir,,,2025-12-17 09:45:00.0,0.00,0,27.7,53,1016.7,4.8
2026-06-30 07:03:40,129,Maharashtra Nagar,,,2026-06-30 12:30:00.0,0.00,60.8,26.5,94,1004.8,0.0
2026-06-30 07:03:41,4,Maheshwari Udyan Fountain,,,2026-06-30 12:30:00.0,0.00,40.8,26.8,97,1006.2,0.0
2026-06-30 07:03:41,38,Mahim East,,,2022-05-06 07:45:00.0,0.00,0,30.1,74,1008.6,6.4
2026-06-30 07:03:42,156,Malad,,,2026-06-30 12:30:00.0,0.00,13.2,28.7,90,1004.7,6.4
2026-06-30 07:03:43,33,Malad Link Road,,,2026-06-30 12:30:00.0,0.00,10.4,29.4,82,1005.4,0.0
2026-06-30 07:03:44,156,Malad West Metro Stn.,,,2026-06-30 12:30:00.0,0.00,13.2,28.7,90,1004.7,6.4
2026-06-30 07:03:45,61,Malbar Hill,,,2026-06-30 12:30:00.0,0.00,41,26.5,92,1006.2,0.0
2026-06-30 07:03:46,142,Malpa Dongari,,,2026-06-30 12:30:00.0,0.00,15.4,27.8,89,1003.0,3.2
2026-06-30 07:03:47,14,Malvani,,,2026-06-30 12:30:00.0,0.00,8.6,29.7,93,1006.6,3.2
2026-06-30 07:03:48,133,Mandala,,,2026-06-30 12:30:00.0,0.00,55.2,26.4,96,1004.8,6.4
2026-06-30 07:03:49,167,Mandapeshwar Caves,,,2026-04-02 05:45:00.0,0.00,0,25.4,79,1007.1,0.0
2026-06-30 07:03:50,15,Mandavi,,,2026-06-30 12:30:00.0,0.00,32.2,27.0,88,1005.0,1.6
2026-06-30 07:03:51,129,Mankhurd Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,60.8,26.5,94,1004.8,0.0
2026-06-30 07:03:52,18,Mantralaya,,,2026-06-30 12:30:00.0,0.20,30.4,24.7,96,1005.4,1.6
2026-06-30 07:03:53,17,Maratha Mandir,,,2026-06-30 12:30:00.0,0.00,34.26,27.9,87,1005.7,1.6
2026-06-30 07:03:54,3,Marine Lines Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,29,25.4,94,1005.9,12.9
2026-06-30 07:03:55,46,Marol,,,2026-06-30 12:30:00.0,0.00,18.8,28.3,92,1006.5,3.2
2026-06-30 07:03:55,121,Marvali Church,,,2026-06-25 04:00:00.0,0.00,0,26.5,89,1004.0,0.0
2026-06-30 07:03:56,14,Marve Beach,,,2026-06-30 12:30:00.0,0.00,8.6,29.7,93,1006.6,3.2
2026-06-30 07:03:57,15,Masjid Bunder Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,32.2,27.0,88,1005.0,1.6
2026-06-30 07:03:58,4,Matunga,,,2026-06-30 12:30:00.0,0.00,40.8,26.8,97,1006.2,0.0
2026-06-30 07:03:59,49,Memonwada,,,2026-06-30 12:30:00.0,0.00,39,27.3,89,1006.3,3.2
2026-06-30 07:04:00,60,Milan Subway,,,2026-06-30 12:30:00.0,0.00,23.6,28.2,85,1006.4,4.8
2026-06-30 07:04:01,10,Mint Colony Mono Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,24.2,25.8,92,1006.3,0.0
2026-06-30 07:04:02,14,Mithi Chowky Junction,,,2026-06-30 12:30:00.0,0.00,8.6,29.7,93,1006.6,3.2
2026-06-30 07:04:03,162,Mulund Check Naka ,,,2026-06-30 12:30:00.0,0.20,79,26.5,91,1026.4,6.4
2026-06-30 07:04:04,158,Mulund Colony,,,2026-06-30 12:15:00.0,0.00,1.6,26.7,96,1000.0,1.6
2026-06-30 07:04:05,41,Mulund East,,,2026-06-30 12:30:00.0,0.20,67.2,26.4,93,1006.6,1.6
2026-06-30 07:04:06,159,Mulund Govt.Library,,,2026-06-30 12:30:00.0,0.20,68.8,26.7,95,1004.3,1.6
2026-06-30 07:04:07,50,Mulund Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,62.6,21.6,97,1004.2,1.6
2026-06-30 07:04:08,50,Mulund West,,,2026-06-30 12:30:00.0,0.00,62.6,21.6,97,1004.2,1.6
2026-06-30 07:04:09,17,Mumbai Central,,,2026-06-30 12:30:00.0,0.00,34.26,27.9,87,1005.7,1.6
2026-06-30 07:04:10,60,Mumbai Domestic Airport,,,2026-06-30 12:30:00.0,0.00,23.6,28.2,85,1006.4,4.8
2026-06-30 07:04:11,47,Municipal Head Office,,,2026-06-30 12:30:00.0,0.00,33,26.9,91,1005.7,3.2
2026-06-30 07:04:12,53,Nadkarni Park,,,2025-03-18 09:30:00.0,0.00,0,0.0,0.0,1012.2,0.0
2026-06-30 07:04:13,149,Nahur Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,40.4,26.6,92,1005.6,4.8
2026-06-30 07:04:13,17,Nair Hospital,,,2026-06-30 12:30:00.0,0.00,34.26,27.9,87,1005.7,1.6
2026-06-30 07:04:14,40,Nana Chowk,,,2026-06-30 12:30:00.0,0.00,33,26.9,89,1006.4,4.8
2026-06-30 07:04:15,35,Nana Jagannath Shankarshet Flyover,,,2026-06-30 12:30:00.0,0.00,20.6,27.7,95,1005.8,0.0
2026-06-30 07:04:16,154,Nanepada ,,,2026-06-30 12:30:00.0,0.00,51,26.4,94,1005.4,4.8
2026-06-30 07:04:17,18,Nariman Point,,,2026-06-30 12:30:00.0,0.20,30.4,24.7,96,1005.4,1.6
2026-06-30 07:04:18,151,Oshiwara Metro Stn.,,,2026-06-30 12:30:00.0,0.00,8.4,28.4,86,1004.8,4.8
2026-06-30 07:04:19,167,Ovaripada Metro Stn.,,,2026-04-02 05:45:00.0,0.00,0,25.4,79,1007.1,0.0
2026-06-30 07:04:20,137,Pant Nagar,,,2026-06-30 12:30:00.0,0.20,44.6,26.6,94,1004.9,3.2
2026-06-30 07:04:21,5,Parel TT,,,2026-06-30 12:30:00.0,0.00,36.2,27.8,93,1006.4,0.0
2026-06-30 07:04:22,160,Pathanwadi,,,2026-06-30 12:30:00.0,0.00,10.4,28.8,88,1003.8,1.6
2026-06-30 07:04:23,114,Phoenix Mall,,,2025-12-17 13:45:00.0,0.00,0,31.9,57,1014.1,4.8
2026-06-30 07:04:24,25,Poisar,,,2026-03-14 13:15:00.0,0.00,0,33.9,60,1009.9,6.4
2026-06-30 07:04:25,16,"Postal Colony, Chembur",,,2026-06-30 12:30:00.0,0.00,51.4,27.1,100,1006.6,0.0
2026-06-30 07:04:26,143,Powai ,,,2026-06-30 12:30:00.0,0.00,32.2,27.4,90,1000.6,1.6
2026-06-30 07:04:27,148,Powai Lake,,,2026-06-30 12:30:00.0,0.00,30.4,27.4,91,1001.2,1.6
2026-06-30 07:04:27,143,Powai Police Stn.,,,2026-06-30 12:30:00.0,0.00,32.2,27.4,90,1000.6,1.6
2026-06-30 07:04:28,7,Prabhadevi ,,,2026-06-30 12:30:00.0,0.00,26.4,27.7,89,1006.1,3.2
2026-06-30 07:04:29,23,Prabhadevi Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,23,27.6,93,1004.9,3.2
2026-06-30 07:04:30,1,Prabodhankar Natyagruha,,,2026-06-30 12:30:00.0,0.00,26.2,28.6,85,1006.2,1.6
2026-06-30 07:04:31,126,Pratiksha Nagar,,,2026-06-30 12:30:00.0,0.00,26,27.1,93,1005.2,1.6
2026-06-30 07:04:32,127,RC Marg Junct.Monorail Stn.,,,2026-06-30 12:30:00.0,0.00,50.4,27.1,95,1004.7,4.8
2026-06-30 07:04:33,111,Raj Bhavan,,,2026-06-30 12:30:00.0,0.00,29,27.2,90,1006.4,4.8
2026-06-30 07:04:34,19,Rajawadi Hospital,,,2026-06-30 12:30:00.0,0.00,65,27.1,94,1006.7,3.2
2026-06-30 07:04:35,64,Ram Mandir Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,0,0.0,0.0,1005.9,0.0
2026-06-30 07:04:36,136,Ramabai Nagar,,,2026-06-30 12:30:00.0,0.00,60.6,26.7,94,1004.8,3.2
2026-06-30 07:04:37,66,Reay Road Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,16.4,27.8,36,1006.1,9.7
2026-06-30 07:04:38,110,Reserve Bank of India,,,2026-06-30 12:30:00.0,0.00,33.8,26.7,92,1005.5,6.4
2026-06-30 07:04:39,45,S V Road Malad West,,,2026-06-30 12:30:00.0,0.00,12.6,28.6,86,1005.4,12.9
2026-06-30 07:04:40,46,Sakinaka,,,2026-06-30 12:30:00.0,0.00,18.8,28.3,92,1006.5,3.2
2026-06-30 07:04:41,49,Sandhurst Road Rly.Stn.,,,2026-06-30 12:30:00.0,0.00,39,27.3,89,1006.3,3.2
2026-06-30 07:04:42,165,Sanjay Gandhi National Park,,,2026-06-30 12:30:00.0,0.00,14.2,27.9,91,1005.9,3.2
2026-06-30 07:04:43,135,Santacruz East,,,2026-06-30 12:30:00.0,0.00,28.6,27.7,89,1005.1,4.8
2026-06-30 07:04:44,29,Santacruz Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,21.32,26.0,90,1006.9,3.2
2026-06-30 07:04:44,19,Sarvoday Hospital,,,2026-06-30 12:30:00.0,0.00,65,27.1,94,1006.7,3.2
