collection_time,station_id,station_name,latitude,longitude,observation_time,rain_current_mm,rain_1hr_mm,rain_3hr_mm,rain_6hr_mm,rain_12hr_mm,rain_24hr_mm,temperature,humidity,pressure,wind_speed,wind_dir,heat_index
2026-09-15 10:28:03,119,"Aadarsh Nagar, Worli",,,2026-09-15 15:45:00.0,0.00,0,0,1.8,2.2,2.2,29.7,76,1007.7,3.2,ENE,35.7
2026-09-15 10:28:04,152,Aarey Colony,,,2026-09-15 15:45:00.0,0.00,0,0.2,0.6,0.6,0.6,29.7,80,1000.3,1.6,WSW,36.3
2026-09-15 10:28:05,65,Abhyudaya Nagar,,,2026-09-15 15:45:00.0,0.00,0,2,2,2.4,3.2,28.8,84,1008.7,1.6,E,35.3
2026-09-15 10:28:06,59,Afghan Church,,,2026-09-15 15:45:00.0,0.00,5.8,5.8,5.8,5.8,6,27.7,88,1008.9,22.5,SE,32.7
2026-09-15 10:28:07,122,Agarwadi,,,2026-09-15 15:45:00.0,0.20,0.4,3,3,4.2,8.2,28.6,89,1009.8,6.4,SSW,35.6
2026-09-15 10:28:08,109,"Anand Nagar, Dahisar",,,2026-09-15 15:30:00.0,0.00,0,0,0.6,0.6,0.6,29.8,80,1005.3,8.0,SE,36.6
2026-09-15 10:28:09,9,Andheri East,,,2026-09-15 15:45:00.0,0.00,0,1,1,1,1,29.3,77,1009.4,4.8,S,34.9
2026-09-15 10:28:10,9,Andheri Mono Rly. Stn.,,,2026-09-15 15:45:00.0,0.00,0,1,1,1,1,29.3,77,1009.4,4.8,S,34.9
2026-09-15 10:28:11,12,Andheri Rly. Stn. West,,,2026-09-15 15:45:00.0,0.00,0,2.6,2.6,2.6,2.6,29.4,82,1009.2,6.4,S,36.1
2026-09-15 10:28:12,12,Andheri West,,,2026-09-15 15:45:00.0,0.00,0,2.6,2.6,2.6,2.6,29.4,82,1009.2,6.4,S,36.1
2026-09-15 10:28:13,126,Anik Bus Depot,,,2026-09-15 15:45:00.0,0.00,0,2,2.2,3.2,3.2,29.3,81,1008.2,6.4,WSW,35.7
2026-09-15 10:28:14,53,Antop Hill ,,,2026-09-15 15:45:00.0,0.00,0,0.51,0.76,1.52,2.28,29.2,81,1009.4,3.2,NE,35.6
2026-09-15 10:28:15,122,Anushakti Nagar,,,2026-09-15 15:45:00.0,0.20,0.4,3,3,4.2,8.2,28.6,89,1009.8,6.4,SSW,35.6
2026-09-15 10:28:16,112,"BPCL Terminal, Sewri",,,2026-09-15 15:45:00.0,0.00,0.6,1.2,1.2,1.6,1.8,28.4,86,1007.7,3.2,W,34.4
2026-09-15 10:28:17,117,BPT Colony,,,2026-09-15 15:45:00.0,0.00,0,0.8,1.6,2.2,2.4,29.2,83,1008.7,4.8,SSW,35.9
2026-09-15 10:28:18,138,"BSNL Colony, Khar Danda",,,2026-09-15 15:45:00.0,0.00,0,1.4,1.8,1.8,1.8,29.1,81,1008.3,0.0,---,35.2
2026-09-15 10:28:19,27,Bandra,,,2026-09-15 15:45:00.0,0.00,0,0,5.8,5.8,5.8,30.0,78,1008.3,6.4,ENE,36.7
2026-09-15 10:28:20,124,Bandra Bandstand,,,2026-09-15 15:45:00.0,0.00,0,0,6.8,6.8,6.8,29.8,79,1008.2,4.8,SSE,36.5
2026-09-15 10:28:21,124,Bandra Fort,,,2026-09-15 15:45:00.0,0.00,0,0,6.8,6.8,6.8,29.8,79,1008.2,4.8,SSE,36.5
2026-09-15 10:28:22,8,Bandra West,,,2026-09-15 15:45:00.0,0.00,0,0.2,2.4,2.6,2.6,30.0,77,1009.3,3.2,W,36.5
2026-09-15 10:28:23,111,Banganga Lake,,,2026-09-15 15:45:00.0,0.00,0,0,0,0.2,1.4,28.1,82,1009.5,9.7,SSE,32.9
2026-09-15 10:28:24,30,"Bhagwati Hospital, Borivali",,,2026-09-15 15:45:00.0,0.00,0,0,1.6,1.6,1.6,29.6,83,1008.9,8.0,SSW,36.9
2026-09-15 10:28:25,56,Bhaidas Auditarium,,,2026-09-15 15:45:00.0,0.00,0,3.8,4.2,4.2,4.2,28.8,80,1008.7,11.3,SSW,34.6
2026-09-15 10:28:26,22,Bhandup ,,,2026-09-15 15:45:00.0,0.00,0,1.8,6.6,6.6,6.6,28.6,80,1008.0,12.9,S,33.8
2026-09-15 10:28:27,28,Bhandup Complex,,,2026-09-15 15:45:00.0,0.00,0,7.2,16.6,16.6,16.6,28.3,85,1009.1,0.0,---,33.8
2026-09-15 10:28:28,149,Bhandup East,,,2026-09-15 15:45:00.0,0.00,0,0,0.4,0.4,0.4,29.3,79,1008.3,6.4,SSW,35.4
2026-09-15 10:28:29,22,Bhandup Rly. Stn.,,,2026-09-15 15:45:00.0,0.00,0,1.8,6.6,6.6,6.6,28.6,80,1008.0,12.9,S,33.8
2026-09-15 10:28:30,153,Bhandup West,,,2026-09-15 15:45:00.0,0.00,0,3.6,5.6,5.6,5.6,28.9,80,1002.8,4.8,S,34.8
2026-09-15 10:28:31,141,"Bharat Nagar,Juhu",,,2026-09-15 16:00:00.0,0.00,0,11.2,11.6,11.6,11.6,30.1,84,1008.7,3.2,W,38.4
2026-09-15 10:28:32,10,Bharatmata Cinema,,,2026-09-15 15:45:00.0,0.00,0,0.2,2,2.8,3,27.7,76,1009.4,0.0,---,30.7
2026-09-15 10:28:32,2,Bhendi bazaar,,,2026-09-15 15:45:00.0,0.00,0,0.6,0.6,0.6,5,29.8,77,1009.4,4.8,SE,36.1
2026-09-15 10:28:33,152,Bollywood Filmcity,,,2026-09-15 15:45:00.0,0.00,0,0.2,0.6,0.6,0.6,29.7,80,1000.3,1.6,WSW,36.3
2026-09-15 10:28:34,30,Borivali Rly. Stn.,,,2026-09-15 15:45:00.0,0.00,0,0,1.6,1.6,1.6,29.6,83,1008.9,8.0,SSW,36.9
2026-09-15 10:28:35,1,Borivli West,,,2026-09-15 15:45:00.0,0.00,0,0.8,1.2,1.2,1.2,30.4,73,1009.2,4.8,SW,36.8
2026-09-15 10:28:36,63,Breach Candy Hospital,,,2025-12-17 09:45:00.0,0.00,0,0,0,0,0,27.7,53,1016.7,4.8,ENE,28.2
2026-09-15 10:28:37,31,Byculla Bridge,,,2026-09-15 15:45:00.0,0.00,0,3.2,3.2,3.2,5.8,29.2,78,1008.8,8.0,SSW,34.9
2026-09-15 10:28:38,31,Byculla Rly. Stn.,,,2026-09-15 15:45:00.0,0.00,0,3.2,3.2,3.2,5.8,29.2,78,1008.8,8.0,SSW,34.9
2026-09-15 10:28:39,47,CSMT Rly. Stn.,,,2026-09-15 15:45:00.0,0.00,0,0.2,0.2,0.4,0.4,28.8,84,1009.0,11.3,SSW,35.3
2026-09-15 10:28:40,54,Century Bazar,,,2026-09-15 15:45:00.0,0.00,0,0,1.6,1.8,1.8,30.9,72,1016.1,0.0,N,37.4
2026-09-15 10:28:41,139,Chakala Fish Market,,,2026-09-15 15:15:00.0,0.00,0,0.6,2.2,2.2,2.2,30.1,78,1006.6,8.0,SW,36.9
2026-09-15 10:28:42,139,Chakala Metro Stn.,,,2026-09-15 15:15:00.0,0.00,0,0.6,2.2,2.2,2.2,30.1,78,1006.6,8.0,SW,36.9
2026-09-15 10:28:43,67,Chandivali,,,2026-09-15 15:45:00.0,0.00,0,0.6,3.6,3.6,3.6,28.8,77,1007.7,6.4,S,33.8
2026-09-15 10:28:44,164,Charkop,,,2025-12-17 13:45:00.0,0.00,0,0,0,0,0,32.7,52,1014.5,1.6,NNE,36.6
