collection_time,station_id,station_name,latitude,longitude,observation_time,rain_current_mm,rain_1hr_mm,rain_3hr_mm,rain_6hr_mm,rain_12hr_mm,rain_24hr_mm,temperature,humidity,pressure,wind_speed,wind_dir,heat_index
2026-07-18 07:18:16,119,"Aadarsh Nagar, Worli",,,2026-07-18 12:45:00.0,0.00,0,0,0,0,3.6,29.9,79,1006.2,12.9,SSE,36.8
2026-07-18 07:18:17,152,Aarey Colony,,,2026-07-18 12:30:00.0,0.00,0,0,0.2,11.6,12.4,29.3,87,998.8,1.6,W,37.2
2026-07-18 07:18:18,65,Abhyudaya Nagar,,,2026-07-18 12:45:00.0,0.00,0,0,0,0,0,30.6,81,1006.7,1.6,N,39.4
2026-07-18 07:18:19,59,Afghan Church,,,2026-07-18 12:45:00.0,0.00,0,0,1.4,2.2,2.4,31.8,80,1006.8,3.2,WSW,43.3
2026-07-18 07:18:20,122,Agarwadi,,,2026-07-18 12:45:00.0,0.00,0,0,0,0,10.4,30.5,84,1007.7,3.2,SSW,40.2
2026-07-18 07:18:21,109,"Anand Nagar, Dahisar",,,2026-07-18 12:30:00.0,0.00,0,0,0.6,3.6,11,30.0,82,0.0,4.8,WSW,37.7
2026-07-18 07:18:22,9,Andheri East,,,2026-07-18 12:45:00.0,0.00,0,0,1,1.6,5.6,29.7,86,1007.5,6.4,WSW,37.8
2026-07-18 07:18:23,9,Andheri Mono Rly. Stn.,,,2026-07-18 12:45:00.0,0.00,0,0,1,1.6,5.6,29.7,86,1007.5,6.4,WSW,37.8
2026-07-18 07:18:24,12,Andheri Rly. Stn. West,,,2026-07-18 12:45:00.0,0.00,0,0,0.6,1.2,5.6,29.7,88,1007.3,4.8,SSW,38.6
2026-07-18 07:18:25,12,Andheri West,,,2026-07-18 12:45:00.0,0.00,0,0,0.6,1.2,5.6,29.7,88,1007.3,4.8,SSW,38.6
2026-07-18 07:18:26,126,Anik Bus Depot,,,2026-07-18 12:45:00.0,0.00,0,0,0.2,0.2,9.8,30.5,82,1006.3,3.2,WNW,39.5
2026-07-18 07:18:27,53,Antop Hill ,,,2026-07-18 12:45:00.0,0.00,0,0,0,0,1.78,31.2,79,1007.5,0.0,ESE,40.2
2026-07-18 07:18:28,122,Anushakti Nagar,,,2026-07-18 12:45:00.0,0.00,0,0,0,0,10.4,30.5,84,1007.7,3.2,SSW,40.2
2026-07-18 07:18:29,112,"BPCL Terminal, Sewri",,,2026-07-18 12:45:00.0,0.00,0,0,0,1.4,1.6,30.6,82,1005.6,3.2,W,39.7
2026-07-18 07:18:30,117,BPT Colony,,,2026-07-18 12:45:00.0,0.00,0,0,0,0.2,2.2,30.4,83,1006.5,4.8,WSW,39.4
2026-07-18 07:18:31,138,"BSNL Colony, Khar Danda",,,2026-07-18 12:45:00.0,0.40,0,0,0,0,0,29.2,88,1006.9,16.1,WSW,37.1
2026-07-18 07:18:32,27,Bandra,,,2026-07-18 12:45:00.0,0.00,0,0,0.2,0.2,3.2,30.7,83,1004.8,0.0,SSW,40.3
2026-07-18 07:18:33,124,Bandra Bandstand,,,2026-07-18 12:45:00.0,0.00,0,0,0.4,0.4,1.4,30.4,82,1006.3,1.6,SSE,39.3
2026-07-18 07:18:33,124,Bandra Fort,,,2026-07-18 12:45:00.0,0.00,0,0,0.4,0.4,1.4,30.4,82,1006.3,1.6,SSE,39.3
2026-07-18 07:18:34,8,Bandra West,,,2026-07-18 12:45:00.0,0.80,0.8,0.8,0.8,1.4,10.6,29.4,84,1007.5,8.0,W,36.7
2026-07-18 07:18:35,111,Banganga Lake,,,2026-07-18 12:45:00.0,0.00,0,0,0,1,1,30.6,82,1007.7,14.5,W,39.7
2026-07-18 07:18:36,30,"Bhagwati Hospital, Borivali",,,2026-07-18 12:45:00.0,0.00,0,0,0,4,14.8,29.8,89,1007.2,4.8,W,39.3
2026-07-18 07:18:37,56,Bhaidas Auditarium,,,2026-07-18 12:45:00.0,0.00,0,0,0,3,9,29.6,87,1006.8,0.0,---,37.8
2026-07-18 07:18:38,22,Bhandup ,,,2026-07-18 12:45:00.0,0.00,0,0,0.8,8.2,8.2,29.6,82,1005.9,6.4,NE,36.7
2026-07-18 07:18:39,28,Bhandup Complex,,,2026-07-18 12:45:00.0,0.00,0,0,0,23.6,26,29.1,85,1007.5,0.0,---,36.0
2026-07-18 07:18:40,149,Bhandup East,,,2026-07-18 12:45:00.0,0.00,0,0,0,0,0,29.2,83,1006.3,4.8,W,35.9
2026-07-18 07:18:41,22,Bhandup Rly. Stn.,,,2026-07-18 12:45:00.0,0.00,0,0,0.8,8.2,8.2,29.6,82,1005.9,6.4,NE,36.7
2026-07-18 07:18:42,153,Bhandup West,,,2026-07-18 11:15:00.0,0.00,0,0,0.2,22.6,26.4,30.2,78,1001.2,11.3,W,37.4
2026-07-18 07:18:43,141,"Bharat Nagar,Juhu",,,2026-07-08 06:00:00.0,0.00,0,0,0,0,0,28.2,95,1000.6,4.8,SW,35.9
2026-07-18 07:18:44,10,Bharatmata Cinema,,,2026-07-18 12:45:00.0,0.00,0,0,0,0.6,0.6,28.4,76,1007.5,4.8,WSW,32.6
2026-07-18 07:18:45,2,Bhendi bazaar,,,2026-07-18 12:45:00.0,0.00,0,0,0,0.2,0.2,30.9,76,1007.3,6.4,NNE,38.6
2026-07-18 07:18:46,152,Bollywood Filmcity,,,2026-07-18 12:30:00.0,0.00,0,0,0.2,11.6,12.4,29.3,87,998.8,1.6,W,37.2
2026-07-18 07:18:47,30,Borivali Rly. Stn.,,,2026-07-18 12:45:00.0,0.00,0,0,0,4,14.8,29.8,89,1007.2,4.8,W,39.3
