collection_time,station_id,station_name,latitude,longitude,observation_time,rain_current_mm,rain_1hr_mm,rain_3hr_mm,rain_6hr_mm,rain_12hr_mm,rain_24hr_mm,temperature,humidity,pressure,wind_speed,wind_dir,heat_index
2026-08-25 06:03:02,119,"Aadarsh Nagar, Worli",,,2026-08-25 11:45:00.0,0.00,0,0,0,0,0.6,29.6,80,1007.8,3.2,SE,36.1
2026-08-25 06:03:04,152,Aarey Colony,,,2026-08-25 11:30:00.0,0.00,0,0,0,0,0.2,29.3,87,1000.2,1.6,WSW,37.0
2026-08-25 06:03:05,65,Abhyudaya Nagar,,,2026-08-25 11:30:00.0,0.00,0,0,0.2,0.2,2.6,29.9,81,1008.4,3.2,N,37.2
2026-08-25 06:03:06,59,Afghan Church,,,2026-08-25 11:30:00.0,0.00,0,0,0.4,0.4,0.6,31.2,79,1008.4,3.2,ESE,40.4
2026-08-25 06:03:07,122,Agarwadi,,,2026-08-25 11:30:00.0,0.00,0,0,0.2,1.2,4,0.0,0.0,1009.7,0.0,---,---
2026-08-25 06:03:08,109,"Anand Nagar, Dahisar",,,2026-08-25 11:30:00.0,0.00,0,0,0,0,1,29.7,84,585.2,3.2,W,37.3
2026-08-25 06:03:09,9,Andheri East,,,2026-08-25 11:30:00.0,0.00,0,0,0,0,0.2,29.7,83,1009.3,4.8,SSW,37.1
2026-08-25 06:03:10,9,Andheri Mono Rly. Stn.,,,2026-08-25 11:30:00.0,0.00,0,0,0,0,0.2,29.7,83,1009.3,4.8,SSW,37.1
2026-08-25 06:03:11,12,Andheri Rly. Stn. West,,,2026-08-25 11:30:00.0,0.00,0,0,0,0,0,29.4,86,1009.2,6.4,SSW,37.1
2026-08-25 06:03:12,12,Andheri West,,,2026-08-25 11:30:00.0,0.00,0,0,0,0,0,29.4,86,1009.2,6.4,SSW,37.1
2026-08-25 06:03:13,126,Anik Bus Depot,,,2026-08-25 11:30:00.0,0.00,0,0,0,0,0,29.9,81,1008.2,4.8,WSW,37.1
2026-08-25 06:03:14,53,Antop Hill ,,,2026-08-25 11:30:00.0,0.00,0,0,0,0,1.27,30.5,78,1009.2,3.2,SW,38.2
2026-08-25 06:03:15,122,Anushakti Nagar,,,2026-08-25 11:30:00.0,0.00,0,0,0.2,1.2,4,0.0,0.0,1009.7,0.0,---,---
2026-08-25 06:03:16,112,"BPCL Terminal, Sewri",,,2026-08-25 11:30:00.0,0.00,0,0,0,0.4,0.6,29.9,82,1007.4,4.8,W,37.3
