collection_time,station_id,station_name,latitude,longitude,observation_time,rain_current_mm,rain_1hr_mm,rain_3hr_mm,rain_6hr_mm,rain_12hr_mm,rain_24hr_mm,temperature,humidity,pressure,wind_speed,wind_dir,heat_index
2026-09-07 10:43:33,119,"Aadarsh Nagar, Worli",,,2026-09-07 16:00:00.0,0.00,0,0,0,0,1,30.2,75,1008.7,8.0,SSE,36.7
2026-09-07 10:43:34,152,Aarey Colony,,,2026-09-07 12:45:00.0,0.00,0,0,0,0.2,4.6,31.0,80,1002.9,3.2,N,39.9
2026-09-07 10:43:35,65,Abhyudaya Nagar,,,2026-09-07 16:00:00.0,0.00,0,0,0,0.4,3.4,31.3,75,1009.3,3.2,N,39.2
2026-09-07 10:43:36,59,Afghan Church,,,2026-09-07 16:00:00.0,0.00,0,0,0,9.6,9.6,31.5,77,1009.0,3.2,SW,40.9
2026-09-07 10:43:37,122,Agarwadi,,,2026-09-07 16:00:00.0,0.00,0,0,0,0.4,1.8,31.7,77,1010.3,3.2,NW,41.7
2026-09-07 10:43:38,109,"Anand Nagar, Dahisar",,,2026-09-07 16:00:00.0,0.00,0,1.6,3,3,9.4,31.1,74,1008.7,4.8,WNW,38.3
2026-09-07 10:43:39,9,Andheri East,,,2026-09-07 16:00:00.0,0.00,0,0,0,0,0,31.1,73,1010.1,4.8,WNW,37.9
2026-09-07 10:43:40,9,Andheri Mono Rly. Stn.,,,2026-09-07 16:00:00.0,0.00,0,0,0,0,0,31.1,73,1010.1,4.8,WNW,37.9
2026-09-07 10:43:41,12,Andheri Rly. Stn. West,,,2026-09-07 16:00:00.0,0.00,0,0,0,0,0,31.4,79,1010.0,6.4,W,41.4
2026-09-07 10:43:42,12,Andheri West,,,2026-09-07 16:00:00.0,0.00,0,0,0,0,0,31.4,79,1010.0,6.4,W,41.4
2026-09-07 10:43:43,126,Anik Bus Depot,,,2026-09-07 16:00:00.0,0.00,0,1.2,1.2,1.4,1.4,31.1,74,1008.9,4.8,WNW,38.3
2026-09-07 10:43:44,53,Antop Hill ,,,2026-09-07 16:00:00.0,0.00,0,0,0,0.25,0.5,31.9,72,1010.0,3.2,SW,40.6
2026-09-07 10:43:45,122,Anushakti Nagar,,,2026-09-07 16:00:00.0,0.00,0,0,0,0.4,1.8,31.7,77,1010.3,3.2,NW,41.7
2026-09-07 10:43:46,112,"BPCL Terminal, Sewri",,,2026-09-07 16:00:00.0,0.00,0,0,0,0.8,1.4,31.3,77,1008.1,1.6,NW,39.9
2026-09-07 10:43:47,117,BPT Colony,,,2026-09-07 16:00:00.0,0.00,0,0,0,2.2,3,31.1,76,1009.2,4.8,WSW,38.8
2026-09-07 10:43:48,138,"BSNL Colony, Khar Danda",,,2026-09-07 16:00:00.0,0.00,0,0,1.6,1.6,1.8,29.3,81,1009.1,0.0,---,35.8
2026-09-07 10:43:49,27,Bandra,,,2026-09-07 16:00:00.0,0.00,0,1.2,1.2,1.2,8.6,31.5,76,1008.9,3.2,SSW,40.6
2026-09-07 10:43:50,124,Bandra Bandstand,,,2026-09-07 16:00:00.0,0.00,0,1.2,1.2,1.2,5.8,31.7,76,1009.0,3.2,NNE,41.2
2026-09-07 10:43:51,124,Bandra Fort,,,2026-09-07 16:00:00.0,0.00,0,1.2,1.2,1.2,5.8,31.7,76,1009.0,3.2,NNE,41.2
2026-09-07 10:43:52,8,Bandra West,,,2026-09-07 16:00:00.0,0.00,0,0,0.8,0.8,1,30.6,76,1010.1,8.0,NNW,37.8
2026-09-07 10:43:53,111,Banganga Lake,,,2026-09-07 16:00:00.0,0.00,0,0,0.8,1.6,1.6,29.9,78,1010.2,9.7,N,36.4
2026-09-07 10:43:54,30,"Bhagwati Hospital, Borivali",,,2026-09-07 16:00:00.0,0.00,0,0,0,0.2,17,30.8,79,1009.7,8.0,W,39.3
2026-09-07 10:43:55,56,Bhaidas Auditarium,,,2026-09-07 16:00:00.0,0.00,0,0,0,0.4,0.4,30.3,79,1009.5,11.3,W,37.9
2026-09-07 10:43:56,22,Bhandup ,,,2026-09-07 16:00:00.0,0.00,0,0,0,0.6,2.6,30.3,76,1008.5,1.6,S,37.1
2026-09-07 10:43:57,28,Bhandup Complex,,,2026-09-07 16:00:00.0,0.00,0,0.2,0.2,0.2,1.2,29.9,78,1009.8,0.0,---,36.6
2026-09-07 10:44:00,149,Bhandup East,,,2026-09-07 16:15:00.0,0.00,0,0,0,0,0,30.8,74,1008.8,8.0,WNW,37.7
2026-09-07 10:44:01,22,Bhandup Rly. Stn.,,,2026-09-07 16:00:00.0,0.00,0,0,0,0.6,2.6,30.3,76,1008.5,1.6,S,37.1
2026-09-07 10:44:02,153,Bhandup West,,,2026-09-07 16:00:00.0,0.00,0.2,0.4,0.4,0.4,1,29.4,78,1003.2,9.7,W,35.4
2026-09-07 10:44:03,141,"Bharat Nagar,Juhu",,,2026-09-07 16:00:00.0,0.00,0,0,0,0,0,31.8,76,1009.5,3.2,SSW,41.9
2026-09-07 10:44:04,10,Bharatmata Cinema,,,2026-09-07 16:00:00.0,0.00,0,0,0,0.4,1.2,30.3,73,1010.0,0.0,---,36.6
2026-09-07 10:44:05,2,Bhendi bazaar,,,2026-09-07 16:00:00.0,0.00,0,0,0,0.8,0.8,30.6,72,1009.9,0.0,N,36.8
2026-09-07 10:44:06,152,Bollywood Filmcity,,,2026-09-07 12:45:00.0,0.00,0,0,0,0.2,4.6,31.0,80,1002.9,3.2,N,39.9
2026-09-07 10:44:07,30,Borivali Rly. Stn.,,,2026-09-07 16:00:00.0,0.00,0,0,0,0.2,17,30.8,79,1009.7,8.0,W,39.3
2026-09-07 10:44:08,1,Borivli West,,,2026-09-07 16:00:00.0,0.00,0,0,0,0.2,13.6,30.8,71,1010.1,3.2,NNW,37.1
2026-09-07 10:44:09,63,Breach Candy Hospital,,,2025-12-17 09:45:00.0,0.00,0,0,0,0,0,27.7,53,1016.7,4.8,ENE,28.2
2026-09-07 10:44:10,31,Byculla Bridge,,,2026-09-04 06:30:00.0,0.00,0,0,0,0,0,28.8,84,1009.2,4.8,SW,35.3
2026-09-07 10:44:11,31,Byculla Rly. Stn.,,,2026-09-04 06:30:00.0,0.00,0,0,0,0,0,28.8,84,1009.2,4.8,SW,35.3
2026-09-07 10:44:12,47,CSMT Rly. Stn.,,,2026-09-07 16:00:00.0,0.00,0,0,0,1.4,1.4,31.3,77,1009.6,6.4,WNW,40.2
