collection_time,station_id,station_name,latitude,longitude,observation_time,rain_current_mm,rain_1hr_mm,rain_3hr_mm,rain_6hr_mm,rain_12hr_mm,rain_24hr_mm,temperature,humidity,pressure,wind_speed,wind_dir,heat_index
2026-07-11 07:26:32,119,"Aadarsh Nagar, Worli",,,2026-07-11 12:30:00.0,0.00,0,0,0,0,0,30.9,79,1007.5,8.0,SSE,39.5
2026-07-11 07:26:33,152,Aarey Colony,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,31.6,82,1000.0,3.2,W,43.3
2026-07-11 07:26:34,65,Abhyudaya Nagar,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,31.1,80,1008.1,3.2,N,40.2
2026-07-11 07:26:35,59,Afghan Church,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0.4,32.4,80,1008.1,4.8,SE,46.0
2026-07-11 07:26:36,122,Agarwadi,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,31.5,80,1009.4,4.8,SSW,42.1
2026-07-11 07:26:38,109,"Anand Nagar, Dahisar",,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,30.8,81,0.0,9.7,SW,39.8
2026-07-11 07:26:39,9,Andheri East,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,30.7,83,1009.0,4.8,SW,40.5
2026-07-11 07:26:40,9,Andheri Mono Rly. Stn.,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,30.7,83,1009.0,4.8,SW,40.5
2026-07-11 07:26:41,12,Andheri Rly. Stn. West,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,31.1,86,1008.9,6.4,S,42.9
2026-07-11 07:26:42,12,Andheri West,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,31.1,86,1008.9,6.4,S,42.9
2026-07-11 07:26:43,126,Anik Bus Depot,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,30.7,80,1007.9,11.3,SW,39.2
2026-07-11 07:26:44,53,Antop Hill ,,,2025-03-18 09:30:00.0,0.00,0,0,0,0,0,0.0,0.0,1012.2,0.0,---,---
2026-07-11 07:26:45,122,Anushakti Nagar,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,31.5,80,1009.4,4.8,SSW,42.1
2026-07-11 07:26:46,112,"BPCL Terminal, Sewri",,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,30.7,81,1007.1,11.3,WNW,39.7
2026-07-11 07:26:47,117,BPT Colony,,,2026-07-11 12:45:00.0,0.40,1,3.4,6.6,9,9.8,30.6,83,1008.0,4.8,SSW,40.2
2026-07-11 07:26:48,138,"BSNL Colony, Khar Danda",,,2026-07-11 12:30:00.0,0.00,0,0,0,0,0,30.1,85,1008.3,14.5,SW,38.9
2026-07-11 07:26:49,27,Bandra,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,31.7,81,1006.0,0.0,---,43.4
2026-07-11 07:26:50,124,Bandra Bandstand,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,31.8,81,1007.8,1.6,SSE,43.9
2026-07-11 07:26:51,124,Bandra Fort,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,31.8,81,1007.8,1.6,SSE,43.9
2026-07-11 07:26:52,8,Bandra West,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,30.9,81,1009.0,8.0,WSW,40.1
2026-07-11 07:26:53,111,Banganga Lake,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,31.3,81,1009.2,4.8,S,41.5
2026-07-11 07:26:54,30,"Bhagwati Hospital, Borivali",,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,30.5,87,1008.6,11.3,W,41.5
2026-07-11 07:26:55,56,Bhaidas Auditarium,,,2026-07-11 12:15:00.0,0.00,0,0,0,0,0,30.5,85,1008.3,0.0,---,40.6
2026-07-11 07:26:56,22,Bhandup ,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,30.9,76,1007.4,9.7,SSE,38.4
2026-07-11 07:26:57,28,Bhandup Complex,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0.2,0.0,0.0,1008.8,0.0,---,---
2026-07-11 07:26:58,149,Bhandup East,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0.2,31.3,73,1007.5,9.7,SW,38.9
2026-07-11 07:26:59,22,Bhandup Rly. Stn.,,,2026-07-11 12:45:00.0,0.00,0,0,0,0,0,30.9,76,1007.4,9.7,SSE,38.4
2026-07-11 07:27:00,153,Bhandup West,,,2026-07-09 14:30:00.0,0.00,0,0,0,0,0,30.2,96,1006.8,6.4,N,44.2
2026-07-11 07:27:01,141,"Bharat Nagar,Juhu",,,2026-07-08 06:00:00.0,0.00,0,0,0,0,0,28.2,95,1000.6,4.8,SW,35.9
2026-07-11 07:27:02,10,Bharatmata Cinema,,,2026-07-11 12:30:00.0,0.00,0,0,0,0,0,28.9,75,1008.9,3.2,WSW,33.8
