collection_time,station_id,station_name,latitude,longitude,observation_time,rain_current_mm,rain_1hr_mm,rain_3hr_mm,rain_6hr_mm,rain_12hr_mm,rain_24hr_mm,temperature,humidity,pressure,wind_speed,wind_dir,heat_index
2026-09-02 09:53:57,119,"Aadarsh Nagar, Worli",,,2026-09-02 15:00:00.0,0.00,0,0,0.2,1.6,2.2,29.8,71,1007.3,3.2,SSW,34.8
2026-09-02 09:53:58,152,Aarey Colony,,,2026-09-02 15:15:00.0,0.00,0,0.4,0.4,6.8,6.8,28.1,80,999.5,4.8,NNW,32.6
2026-09-02 09:53:59,65,Abhyudaya Nagar,,,2026-09-02 15:15:00.0,0.00,0,0,0.4,4.2,4.2,30.9,72,1007.7,1.6,N,37.5
2026-09-02 09:54:00,59,Afghan Church,,,2026-09-02 15:15:00.0,0.00,0,0.8,0.8,0.8,1,30.1,79,1007.8,4.8,WNW,37.3
2026-09-02 09:54:01,122,Agarwadi,,,2026-09-02 15:15:00.0,0.00,0,0,0,3,3,31.8,72,1008.9,3.2,NNW,40.4
2026-09-02 09:54:02,109,"Anand Nagar, Dahisar",,,2026-09-02 15:00:00.0,0.00,0.2,4.2,4.4,7.6,7.6,27.4,85,1075.8,3.2,WSW,31.6
2026-09-02 09:54:03,9,Andheri East,,,2026-09-02 15:15:00.0,0.00,0,0,0.2,4.8,4.8,29.3,74,1008.7,3.2,WNW,34.4
2026-09-02 09:54:04,9,Andheri Mono Rly. Stn.,,,2026-09-02 15:15:00.0,0.00,0,0,0.2,4.8,4.8,29.3,74,1008.7,3.2,WNW,34.4
2026-09-02 09:54:05,12,Andheri Rly. Stn. West,,,2026-09-02 15:15:00.0,0.00,0,0,0.4,3.6,3.8,29.2,79,1008.5,3.2,NW,35.2
2026-09-02 09:54:06,12,Andheri West,,,2026-09-02 15:15:00.0,0.00,0,0,0.4,3.6,3.8,29.2,79,1008.5,3.2,NW,35.2
2026-09-02 09:54:07,126,Anik Bus Depot,,,2026-09-02 15:15:00.0,0.00,0,0,0,0,0,31.3,67,1007.4,3.2,N,37.0
2026-09-02 09:54:08,53,Antop Hill ,,,2026-09-02 15:15:00.0,0.00,0,0,2.03,4.06,4.82,31.4,68,1008.6,4.8,E,37.8
2026-09-02 09:54:09,122,Anushakti Nagar,,,2026-09-02 15:15:00.0,0.00,0,0,0,3,3,31.8,72,1008.9,3.2,NNW,40.4
2026-09-02 09:54:10,112,"BPCL Terminal, Sewri",,,2026-09-02 15:00:00.0,0.00,0,0,1.4,5.8,5.8,32.1,71,1006.8,1.6,S,41.0
2026-09-02 09:54:11,117,BPT Colony,,,2026-09-02 15:15:00.0,0.00,0,0,2.4,6.8,7.2,30.5,73,1007.7,4.8,N,36.9
2026-09-02 09:54:12,138,"BSNL Colony, Khar Danda",,,2026-09-02 15:15:00.0,0.00,0,0,0,10.4,10.4,28.7,78,1007.6,0.0,---,33.9
2026-09-02 09:54:13,27,Bandra,,,2026-09-02 14:30:00.0,0.00,0,0,0,0.4,0.6,29.9,72,1007.4,3.2,SSW,35.3
2026-09-02 09:54:14,124,Bandra Bandstand,,,2026-09-02 15:15:00.0,0.00,0,0,0,0.2,0.4,30.1,74,1007.6,3.2,NNE,36.2
2026-09-02 09:54:15,124,Bandra Fort,,,2026-09-02 15:15:00.0,0.00,0,0,0,0.2,0.4,30.1,74,1007.6,3.2,NNE,36.2
2026-09-02 09:54:16,8,Bandra West,,,2026-09-02 15:15:00.0,0.00,0,0,0,8.2,8.2,29.6,73,1008.7,6.4,WNW,34.8
2026-09-02 09:54:17,111,Banganga Lake,,,2026-09-02 15:15:00.0,0.00,0,0,0,0.6,2.4,29.7,78,1008.7,4.8,N,36.1
2026-09-02 09:54:18,30,"Bhagwati Hospital, Borivali",,,2026-09-02 15:15:00.0,0.00,0,5.6,5.6,5.6,5.8,28.3,87,1008.3,1.6,WSW,34.2
2026-09-02 09:54:19,56,Bhaidas Auditarium,,,2026-09-02 14:15:00.0,0.00,0,0,0,5.2,5.2,29.0,77,1008.0,6.4,NW,34.3
2026-09-02 09:54:20,22,Bhandup ,,,2026-09-02 15:15:00.0,0.00,0,0.4,0.4,3,3.4,29.5,74,1007.2,1.6,E,34.7
2026-09-02 09:54:21,28,Bhandup Complex,,,2026-09-02 00:00:00.0,0.00,0,0,0,0,0,25.8,93,1009.8,0.0,---,29.1
2026-09-02 09:54:22,149,Bhandup East,,,2026-09-02 15:15:00.0,0.00,0,2.2,2.6,4.8,5.6,28.9,75,1007.4,6.4,W,33.7
2026-09-02 09:54:23,22,Bhandup Rly. Stn.,,,2026-09-02 15:15:00.0,0.00,0,0.4,0.4,3,3.4,29.5,74,1007.2,1.6,E,34.7
